customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
C006336,19,6,92326.66,4,4,5,13,Champions
C006337,45,8,130385.42,2,5,5,12,At Risk
C006338,15,7,84772.88,4,4,4,12,Champions
C006339,1,7,59774.2,5,4,4,13,Champions
C006340,18,7,49576.89,4,4,3,11,Regular
C006341,17,7,106363.62,4,4,5,13,Champions
C006342,0,2,6159.06,5,1,1,7,Regular
C006343,19,9,102919.89,4,5,5,14,Champions
C006344,144,5,53699.95,1,3,3,7,Regular
C006345,6,8,99728.89,5,5,5,15,Champions
C006346,147,3,42766.21,1,2,3,6,Regular
C006347,13,8,64062.259999999995,4,5,4,13,Champions
C006348,103,6,25457.93,1,4,2,7,Regular
C006349,56,10,68421.54,2,5,4,11,At Risk
C006350,11,9,191621.47999999998,4,5,5,14,Champions
C006351,11,10,121592.94,4,5,5,14,Champions
C006352,27,9,85013.48999999999,3,5,4,12,Regular
C006353,6,8,127817.82,5,5,5,15,Champions
C006354,39,11,143033.15,2,5,5,12,At Risk
C006355,96,11,167402.74,1,5,5,11,At Risk
C006356,45,9,224924.06,2,5,5,12,At Risk
C006357,20,14,115787.03,3,5,5,13,Regular
C006358,24,10,85522.69,3,5,4,12,Regular
C006359,28,9,51998.45,3,5,3,11,Regular
C006360,27,7,45889.82,3,4,3,10,Regular
C006361,51,3,39124.009999999995,2,2,3,7,Regular
C006362,149,3,28904.58,1,2,2,5,Churn Risk
C006363,195,6,23975.04,1,4,2,7,Regular
C006364,13,9,121178.2,4,5,5,14,Champions
C006365,419,5,84876.33,1,3,4,8,Regular
C006366,59,9,113832.56,2,5,5,12,At Risk
C006367,38,5,84274.47,2,3,4,9,Regular
C006368,53,7,66366.82,2,4,4,10,At Risk
C006369,250,6,60820.72,1,4,4,9,At Risk
C006370,22,11,142085.61,3,5,5,13,Regular
C006371,24,8,116892.87000000001,3,5,5,13,Regular
C006372,65,6,43048.44,2,4,3,9,Regular
C006373,39,5,23569.41,2,3,2,7,Regular
C006374,77,3,35101.18,2,2,3,7,Regular
C006375,62,8,117041.43000000001,2,5,5,12,At Risk
C006376,45,7,131029.65,2,4,5,11,At Risk
C006377,89,3,27995.17,1,2,2,5,Churn Risk
C006378,50,7,40196.53,2,4,3,9,Regular
C006379,19,7,39010.37,4,4,3,11,Regular
C006380,9,9,133285.08000000002,5,5,5,15,Champions
C006381,44,6,42117.55,2,4,3,9,Regular
C006382,45,8,69240.0,2,5,4,11,At Risk
C006383,16,8,136712.98,4,5,5,14,Champions
C006384,4,5,94460.91,5,3,5,13,Regular
C006385,52,7,34967.229999999996,2,4,3,9,Regular
C006386,0,9,129869.22,5,5,5,15,Champions
C006387,33,8,69389.68000000001,3,5,4,12,Regular
C006388,50,3,30997.25,2,2,2,6,Churn Risk
C006389,52,6,94256.85,2,4,5,11,At Risk
C006390,17,11,55432.29,4,5,3,12,Regular
C006391,2,8,138859.44,5,5,5,15,Champions
C006392,224,3,67452.03,1,2,4,7,Regular
C006393,41,10,222022.44,2,5,5,12,At Risk
C006394,118,10,56019.52,1,5,4,10,At Risk
C006395,17,5,48582.84,4,3,3,10,Regular
C006396,265,1,12060.1,1,1,1,3,Churn Risk
C006397,113,8,78228.12,1,5,4,10,At Risk
C006398,19,6,105030.26999999999,4,4,5,13,Champions
C006399,29,4,35704.57,3,3,3,9,Regular
C006400,42,8,92695.41,2,5,5,12,At Risk
C006401,125,5,80280.72,1,3,4,8,Regular
C006402,0,8,52251.8,5,5,3,13,Regular
C006403,20,6,70755.08,3,4,4,11,Regular
C006404,32,6,47159.01,3,4,3,10,Regular
C006405,24,10,134147.85,3,5,5,13,Regular
C006406,24,9,102058.89,3,5,5,13,Regular
C006407,174,9,191971.09,1,5,5,11,At Risk
C006408,1,4,19781.97,5,3,2,10,Loyal
C006409,15,7,89575.98999999999,4,4,5,13,Champions
C006410,17,9,80333.45,4,5,4,13,Champions
C006411,8,8,129980.96,5,5,5,15,Champions
C006412,0,10,165302.95,5,5,5,15,Champions
C006413,34,9,73215.51,3,5,4,12,Regular
C006414,0,11,151839.52,5,5,5,15,Champions
C006416,112,13,179770.87,1,5,5,11,At Risk
C006417,82,10,76459.04000000001,2,5,4,11,At Risk
C006418,21,6,36268.03,3,4,3,10,Regular
C006419,116,8,35826.24,1,5,3,9,Regular
C006420,50,4,18609.49,2,3,2,7,Regular
C006421,28,11,107555.66,3,5,5,13,Regular
C006422,289,5,52193.21,1,3,3,7,Regular
C006423,376,4,74541.5,1,3,4,8,Regular
C006424,63,8,146085.16,2,5,5,12,At Risk
C006425,94,8,87150.96,1,5,4,10,At Risk
C006426,207,2,67663.66,1,1,4,6,Regular
C006427,0,9,119256.96,5,5,5,15,Champions
C006428,0,4,61193.21000000001,5,3,4,12,Regular
C006429,18,10,105206.88,4,5,5,14,Champions
C006430,1,4,33363.72,5,3,2,10,Loyal
C006431,50,10,166090.92,2,5,5,12,At Risk
C006432,16,8,120447.52,4,5,5,14,Champions
C006433,71,10,77771.68,2,5,4,11,At Risk
C006434,16,8,108080.34,4,5,5,14,Champions
C006435,12,11,184937.73,4,5,5,14,Champions
C006436,540,3,46065.3,1,2,3,6,Regular
C006437,14,9,94646.58,4,5,5,14,Champions
C006438,22,10,84389.73,3,5,4,12,Regular
C006439,17,6,33601.380000000005,4,4,3,11,Regular
C006440,21,8,34729.81,3,5,3,11,Regular
C006441,82,6,57413.07,2,4,4,10,At Risk
C006442,7,5,82239.23000000001,5,3,4,12,Regular
C006443,17,10,119673.81999999999,4,5,5,14,Champions
C006444,10,10,85115.65,4,5,4,13,Champions
C006445,31,8,210199.88,3,5,5,13,Regular
C006446,61,4,73709.49,2,3,4,9,Regular
C006447,7,7,107677.45,5,4,5,14,Champions
C006448,80,7,88867.72,2,4,5,11,At Risk
C006449,60,7,105997.19,2,4,5,11,At Risk
C006450,223,6,112993.78,1,4,5,10,At Risk
C006451,8,11,188684.38,5,5,5,15,Champions
C006452,131,5,138252.92,1,3,5,9,Regular
C006453,1,7,89219.35,5,4,5,14,Champions
C006454,19,9,115162.79,4,5,5,14,Champions
C006455,35,5,58106.41,3,3,4,10,Regular
C006456,14,10,186566.26,4,5,5,14,Champions
C006457,113,3,82271.17,1,2,4,7,Regular
C006458,14,6,94668.66,4,4,5,13,Champions
C006459,178,3,36744.89,1,2,3,6,Regular
C006460,22,8,75809.26,3,5,4,12,Regular
C006461,111,3,6062.47,1,2,1,4,Churn Risk
C006462,51,8,55839.86,2,5,4,11,At Risk
C006463,132,12,164116.82,1,5,5,11,At Risk
C006464,17,5,87819.73,4,3,4,11,Regular
C006465,381,4,118821.26999999999,1,3,5,9,Regular
C006466,50,7,66221.27,2,4,4,10,At Risk
C006467,74,7,59999.12,2,4,4,10,At Risk
C006468,28,11,64350.08,3,5,4,12,Regular
C006469,23,7,127858.68,3,4,5,12,Regular
C006470,12,10,173160.74,4,5,5,14,Champions
C006471,9,5,29194.050000000003,5,3,2,10,Loyal
C006472,140,4,34771.520000000004,1,3,3,7,Regular
C006473,28,9,111570.75,3,5,5,13,Regular
C006474,19,10,183903.33,4,5,5,14,Champions
C006475,14,13,84959.45999999999,4,5,4,13,Champions
C006476,17,10,130706.08,4,5,5,14,Champions
C006477,151,4,49252.91,1,3,3,7,Regular
C006478,41,7,162144.91,2,4,5,11,At Risk
C006479,90,7,101073.56999999999,1,4,5,10,At Risk
C006480,13,9,125998.98000000001,4,5,5,14,Champions
C006481,204,4,30865.96,1,3,2,6,Regular
C006482,10,5,46608.39,4,3,3,10,Regular
C006483,0,6,49311.200000000004,5,4,3,12,Regular
C006484,48,6,85756.19,2,4,4,10,At Risk
C006485,115,5,89509.37,1,3,5,9,Regular
C006486,312,3,16837.93,1,2,2,5,Churn Risk
C006487,111,3,55762.85,1,2,4,7,Regular
C006488,2,2,22859.83,5,1,2,8,Regular
C006489,36,6,126242.86,2,4,5,11,At Risk
C006490,10,5,33594.7,4,3,3,10,Regular
C006491,9,5,36053.97,5,3,3,11,Regular
C006492,125,3,25371.77,1,2,2,5,Churn Risk
C006493,27,4,36745.55,3,3,3,9,Regular
C006494,457,3,18323.0,1,2,2,5,Churn Risk
C006495,60,5,42893.9,2,3,3,8,Regular
C006496,12,8,50341.01,4,5,3,12,Regular
C006497,18,10,125974.94,4,5,5,14,Champions
C006498,2,14,164128.11000000002,5,5,5,15,Champions
C006499,19,5,49224.159999999996,4,3,3,10,Regular
C006500,6,4,53712.23,5,3,3,11,Regular
C006501,19,4,13745.67,4,3,1,8,Loyal
C006502,107,4,22236.27,1,3,2,6,Regular
C006503,29,9,80907.1,3,5,4,12,Regular
C006504,9,10,101066.52,5,5,5,15,Champions
C006505,135,9,160436.21,1,5,5,11,At Risk
C006506,0,5,59445.38,5,3,4,12,Regular
C006507,5,9,205980.09,5,5,5,15,Champions
C006508,48,7,93875.59,2,4,5,11,At Risk
C006509,305,6,51052.53,1,4,3,8,Regular
C006510,19,5,33464.79,4,3,3,10,Regular
C006511,66,10,117767.37,2,5,5,12,At Risk
C006512,4,10,142832.52,5,5,5,15,Champions
C006513,408,2,12829.79,1,1,1,3,Churn Risk
C006514,39,7,72882.77,2,4,4,10,At Risk
C006515,10,8,63838.18,4,5,4,13,Champions
C006516,576,2,25347.1,1,1,2,4,Churn Risk
C006517,452,2,13317.300000000001,1,1,1,3,Churn Risk
C006518,447,7,83102.23,1,4,4,9,At Risk
C006519,19,12,135509.08,4,5,5,14,Champions
C006520,784,3,16329.77,1,2,2,5,Churn Risk
C006521,22,12,148429.5,3,5,5,13,Regular
C006522,10,8,65895.42,4,5,4,13,Champions
C006523,26,7,91092.92,3,4,5,12,Regular
C006524,15,11,186032.35,4,5,5,14,Champions
C006525,99,6,53605.2,1,4,3,8,Regular
C006526,23,10,146257.76,3,5,5,13,Regular
C006527,26,8,64718.09,3,5,4,12,Regular
C006528,32,3,51456.29,3,2,3,8,Regular
C006529,31,5,43552.07,3,3,3,9,Regular
C006530,82,8,118039.27,2,5,5,12,At Risk
C006531,297,5,51699.19,1,3,3,7,Regular
C006532,67,7,63335.72,2,4,4,10,At Risk
C006533,13,7,92462.34,4,4,5,13,Champions
C006534,291,7,56822.520000000004,1,4,4,9,At Risk
C006535,101,10,173475.56,1,5,5,11,At Risk
C006536,19,6,49136.9,4,4,3,11,Regular
C006537,50,9,187581.01,2,5,5,12,At Risk
C006538,83,8,90931.65,1,5,5,11,At Risk
C006539,26,8,67244.63,3,5,4,12,Regular
C006540,19,7,103192.88,4,4,5,13,Champions
C006541,100,9,126232.02,1,5,5,11,At Risk
C006542,87,6,116661.26,1,4,5,10,At Risk
C006543,40,3,32800.26,2,2,2,6,Churn Risk
C006544,113,5,24906.36,1,3,2,6,Regular
C006545,236,2,8918.34,1,1,1,3,Churn Risk
C006546,9,6,46274.770000000004,5,4,3,12,Regular
C006547,134,9,155653.03,1,5,5,11,At Risk
C006548,14,8,104097.48999999999,4,5,5,14,Champions
C006549,6,15,219027.18,5,5,5,15,Champions
C006550,0,7,28732.64,5,4,2,11,Loyal
C006551,12,7,103503.66,4,4,5,13,Champions
C006552,36,8,68607.15,2,5,4,11,At Risk
C006553,4,8,57564.11,5,5,4,14,Champions
C006554,46,5,66611.15,2,3,4,9,Regular
C006555,7,10,91835.05,5,5,5,15,Champions
C006556,60,6,79034.49,2,4,4,10,At Risk
C006557,130,6,66924.94,1,4,4,9,At Risk
C006558,19,8,56327.96,4,5,4,13,Champions
C006559,53,7,131736.75,2,4,5,11,At Risk
C006560,176,4,30908.04,1,3,2,6,Regular
C006561,125,5,30655.55,1,3,2,6,Regular
C006562,15,3,39959.39,4,2,3,9,Regular
C006563,394,4,66888.89,1,3,4,8,Regular
C006564,94,7,186204.76,1,4,5,10,At Risk
C006565,30,6,99541.22,3,4,5,12,Regular
C006566,75,9,107001.7,2,5,5,12,At Risk
C006567,46,6,63537.670000000006,2,4,4,10,At Risk
C006568,243,3,36874.67,1,2,3,6,Regular
C006569,14,10,153731.36,4,5,5,14,Champions
C006570,58,6,66176.90000000001,2,4,4,10,At Risk
C006571,0,9,93506.16,5,5,5,15,Champions
C006572,6,8,66294.84,5,5,4,14,Champions
C006573,19,7,66221.44,4,4,4,12,Champions
C006574,29,8,87740.56,3,5,4,12,Regular
C006575,2,8,158254.06,5,5,5,15,Champions
C006576,373,4,36999.73,1,3,3,7,Regular
C006577,13,7,67008.15,4,4,4,12,Champions
C006578,9,11,96907.45999999999,5,5,5,15,Champions
C006579,168,8,95955.97,1,5,5,11,At Risk
C006580,5,7,67913.3,5,4,4,13,Champions
C006581,42,5,135128.99,2,3,5,10,Regular
C006582,11,7,100908.73000000001,4,4,5,13,Champions
C006583,366,5,32951.01,1,3,2,6,Regular
C006584,20,9,173309.93,3,5,5,13,Regular
C006585,739,4,6528.210000000001,1,3,1,5,Regular
C006586,14,9,177363.91,4,5,5,14,Champions
C006587,22,11,97758.17,3,5,5,13,Regular
C006588,0,9,108183.8,5,5,5,15,Champions
C006589,36,8,76056.37,2,5,4,11,At Risk
C006590,12,6,98172.78,4,4,5,13,Champions
C006591,29,8,113751.52,3,5,5,13,Regular
C006592,14,7,118033.42,4,4,5,13,Champions
C006593,815,2,82162.28,1,1,4,6,Regular
C006594,19,4,37430.69,4,3,3,10,Regular
C006595,19,7,95318.01,4,4,5,13,Champions
C006596,33,6,82103.48,3,4,4,11,Regular
C006597,50,4,37641.2,2,3,3,8,Regular
C006598,14,6,110349.05,4,4,5,13,Champions
C006599,16,7,162903.13,4,4,5,13,Champions
C006600,6,7,31342.45,5,4,2,11,Loyal
C006601,0,9,63984.55,5,5,4,14,Champions
C006602,7,4,74736.1,5,3,4,12,Regular
C006603,6,7,101585.38,5,4,5,14,Champions
C006604,0,10,60235.07,5,5,4,14,Champions
C006605,12,6,73661.26,4,4,4,12,Champions
C006606,2,7,73996.16,5,4,4,13,Champions
C006607,29,8,102912.19,3,5,5,13,Regular
C006608,37,11,149604.34,2,5,5,12,At Risk
C006609,21,11,120630.89,3,5,5,13,Regular
C006610,10,8,180371.28,4,5,5,14,Champions
C006611,115,5,76132.12,1,3,4,8,Regular
C006612,25,8,74549.13,3,5,4,12,Regular
C006613,28,5,121343.20000000001,3,3,5,11,Regular
C006614,5,8,135277.57,5,5,5,15,Champions
C006615,77,10,93287.45,2,5,5,12,At Risk
C006616,1,4,81154.23,5,3,4,12,Regular
C006617,114,5,11408.36,1,3,1,5,Regular
C006618,70,5,79813.95999999999,2,3,4,9,Regular
C006619,14,6,88210.65,4,4,5,13,Champions
C006620,299,6,90202.67,1,4,5,10,At Risk
C006621,26,7,108862.51000000001,3,4,5,12,Regular
C006622,49,3,10504.07,2,2,1,5,Churn Risk
C006623,42,4,92792.81,2,3,5,10,Regular
C006624,19,8,176277.18,4,5,5,14,Champions
C006625,34,7,132731.6,3,4,5,12,Regular
C006626,68,1,10015.81,2,1,1,4,Churn Risk
C006627,5,5,64138.479999999996,5,3,4,12,Regular
C006628,5,11,137373.07,5,5,5,15,Champions
C006629,55,4,55583.47,2,3,3,8,Regular
C006630,3,12,235258.08,5,5,5,15,Champions
C006631,38,5,29361.170000000002,2,3,2,7,Regular
C006632,147,3,18816.63,1,2,2,5,Churn Risk
C006633,32,12,117402.23,3,5,5,13,Regular
C006634,22,6,41665.380000000005,3,4,3,10,Regular
C006635,111,3,48581.32,1,2,3,6,Regular
C006636,94,8,95372.69,1,5,5,11,At Risk
C006637,36,8,130111.6,2,5,5,12,At Risk
C006638,9,6,62561.63,5,4,4,13,Champions
C006639,2,4,24205.71,5,3,2,10,Loyal
C006640,0,4,64674.96,5,3,4,12,Regular
C006641,21,14,161980.71,3,5,5,13,Regular
C006642,58,5,45435.21,2,3,3,8,Regular
C006643,37,8,79853.54000000001,2,5,4,11,At Risk
C006644,76,5,68074.9,2,3,4,9,Regular
C006645,218,7,223284.67,1,4,5,10,At Risk
C006646,22,11,153938.17,3,5,5,13,Regular
C006647,7,8,85401.21,5,5,4,14,Champions
C006648,14,10,64385.06,4,5,4,13,Champions
C006649,19,8,64321.06,4,5,4,13,Champions
C006650,135,8,103518.58,1,5,5,11,At Risk
C006651,83,6,59745.939999999995,1,4,4,9,At Risk
C006652,8,8,91405.17,5,5,5,15,Champions
C006653,76,5,117262.84,2,3,5,10,Regular
C006654,30,7,17743.850000000002,3,4,2,9,Regular
C006655,1,6,88070.41,5,4,5,14,Champions
C006656,87,7,110411.2,1,4,5,10,At Risk
C006657,10,10,145478.21,4,5,5,14,Champions
C006658,56,6,61767.07,2,4,4,10,At Risk
C006659,50,7,64456.94,2,4,4,10,At Risk
C006660,13,8,117267.99,4,5,5,14,Champions
C006661,16,3,4686.219999999999,4,2,1,7,Regular
C006662,404,2,54262.44,1,1,3,5,Regular
C006663,50,2,608.5699999999999,2,1,1,4,Churn Risk
C006664,46,7,71339.68000000001,2,4,4,10,At Risk
C006665,76,5,53170.44,2,3,3,8,Regular
C006666,31,8,83446.87,3,5,4,12,Regular
C006667,22,3,578.5,3,2,1,6,Regular
C006668,16,4,23152.77,4,3,2,9,Loyal
C006669,236,5,58789.8,1,3,4,8,Regular
C006670,50,12,239153.63,2,5,5,12,At Risk
C006671,15,7,78866.4,4,4,4,12,Champions
C006672,13,9,82391.19,4,5,4,13,Champions
C006673,153,4,84473.68,1,3,4,8,Regular
C006674,9,8,169135.78999999998,5,5,5,15,Champions
C006675,0,4,88378.83,5,3,5,13,Regular
C006676,47,2,18833.83,2,1,2,5,Churn Risk
C006677,19,7,85967.08,4,4,4,12,Champions
C006678,78,5,133815.83000000002,2,3,5,10,Regular
C006679,19,10,144468.72,4,5,5,14,Champions
C006680,18,6,46553.84,4,4,3,11,Regular
C006681,78,7,65123.18,2,4,4,10,At Risk
C006682,19,3,24408.09,4,2,2,8,Regular
C006683,739,2,8281.29,1,1,1,3,Churn Risk
C006684,148,6,33461.16,1,4,3,8,Regular
C006685,91,8,66009.52,1,5,4,10,At Risk
C006686,13,9,93865.59,4,5,5,14,Champions
C006687,27,8,71867.67,3,5,4,12,Regular
C006688,22,6,88950.15000000001,3,4,5,12,Regular
C006689,91,5,63918.979999999996,1,3,4,8,Regular
C006690,19,7,95449.91,4,4,5,13,Champions
C006691,50,11,145380.73,2,5,5,12,At Risk
C006692,15,5,54471.229999999996,4,3,3,10,Regular
C006693,16,8,76565.56999999999,4,5,4,13,Champions
C006694,8,9,73777.6,5,5,4,14,Champions
C006695,66,13,172848.53,2,5,5,12,At Risk
C006696,36,13,137493.28,2,5,5,12,At Risk
C006697,21,8,90555.78,3,5,5,13,Regular
C006698,25,8,125364.77,3,5,5,13,Regular
C006699,0,8,32042.91,5,5,2,12,Loyal
C006700,4,8,92429.92,5,5,5,15,Champions
C006701,5,5,41861.729999999996,5,3,3,11,Regular
C006702,0,10,168156.22,5,5,5,15,Champions
C006703,82,7,127498.58,2,4,5,11,At Risk
C006704,26,7,83814.16,3,4,4,11,Regular
C006705,79,11,158395.0,2,5,5,12,At Risk
C006706,3,4,58153.49,5,3,4,12,Regular
C006707,29,10,63151.88,3,5,4,12,Regular
C006708,15,8,64776.02,4,5,4,13,Champions
C006709,7,7,77215.26,5,4,4,13,Champions
C006710,4,12,226319.31,5,5,5,15,Champions
C006711,439,3,48612.53,1,2,3,6,Regular
C006712,113,2,7063.17,1,1,1,3,Churn Risk
C006713,16,9,95994.57,4,5,5,14,Champions
C006714,24,8,88938.26000000001,3,5,5,13,Regular
C006715,3,6,113823.01000000001,5,4,5,14,Champions
C006716,5,9,93010.53,5,5,5,15,Champions
C006717,101,6,44064.71,1,4,3,8,Regular
C006718,379,6,24529.0,1,4,2,7,Regular
C006719,50,8,38089.729999999996,2,5,3,10,Regular
C006720,0,9,186378.26,5,5,5,15,Champions
C006721,14,8,31264.73,4,5,2,11,Loyal
C006722,43,7,236024.33000000002,2,4,5,11,At Risk
C006723,19,13,180500.63,4,5,5,14,Champions
C006724,17,10,75116.91,4,5,4,13,Champions
C006725,73,9,185158.18,2,5,5,12,At Risk
C006726,165,11,126649.38,1,5,5,11,At Risk
C006727,19,13,146754.04,4,5,5,14,Champions
C006728,131,3,14246.289999999999,1,2,1,4,Churn Risk
C006729,69,4,50654.69,2,3,3,8,Regular
C006730,36,6,79068.59999999999,2,4,4,10,At Risk
C006731,109,8,120154.03,1,5,5,11,At Risk
C006732,9,9,72160.12,5,5,4,14,Champions
C006733,47,6,32478.04,2,4,2,8,Regular
C006734,43,5,48238.58,2,3,3,8,Regular
C006735,18,8,50582.770000000004,4,5,3,12,Regular
C006736,19,9,141198.32,4,5,5,14,Champions
C006737,111,6,84013.9,1,4,4,9,At Risk
C006738,8,6,127647.25999999998,5,4,5,14,Champions
C006739,9,8,34033.11,5,5,3,13,Regular
C006740,22,9,90260.98,3,5,5,13,Regular
C006741,12,6,50091.17,4,4,3,11,Regular
C006742,30,6,76070.12,3,4,4,11,Regular
C006743,176,7,95371.3,1,4,5,10,At Risk
C006744,41,5,134362.62,2,3,5,10,Regular
C006745,34,7,100760.18,3,4,5,12,Regular
C006746,50,9,118872.87,2,5,5,12,At Risk
C006747,167,6,56296.0,1,4,4,9,At Risk
C006748,23,8,144328.1,3,5,5,13,Regular
C006749,18,6,84192.41,4,4,4,12,Champions
C006750,341,4,13885.97,1,3,1,5,Regular
C006751,4,4,80168.73,5,3,4,12,Regular
C006752,47,8,76213.93000000001,2,5,4,11,At Risk
C006753,54,1,13649.28,2,1,1,4,Churn Risk
C006754,18,7,53583.1,4,4,3,11,Regular
C006755,21,8,70198.04,3,5,4,12,Regular
C006756,71,3,25260.480000000003,2,2,2,6,Churn Risk
C006757,127,3,30582.46,1,2,2,5,Churn Risk
C006758,231,6,74645.71,1,4,4,9,At Risk
C006759,37,7,39934.02,2,4,3,9,Regular
C006760,129,7,98121.23999999999,1,4,5,10,At Risk
C006761,19,7,31166.05,4,4,2,10,Loyal
C006762,19,7,27622.62,4,4,2,10,Loyal
C006763,452,4,20160.010000000002,1,3,2,6,Regular
C006764,20,11,122164.09,3,5,5,13,Regular
C006765,390,5,64181.76,1,3,4,8,Regular
C006766,12,7,65411.79,4,4,4,12,Champions
C006767,89,4,53946.399999999994,1,3,3,7,Regular
C006768,19,11,118274.2,4,5,5,14,Champions
C006769,58,6,42921.36,2,4,3,9,Regular
C006771,23,8,97876.28,3,5,5,13,Regular
C006772,115,10,164352.01,1,5,5,11,At Risk
C006773,238,1,117.32,1,1,1,3,Churn Risk
C006774,32,4,27812.13,3,3,2,8,Regular
C006775,30,7,111921.56,3,4,5,12,Regular
C006776,17,6,148287.56,4,4,5,13,Champions
C006777,3,6,58558.47,5,4,4,13,Champions
C006778,43,12,172407.93,2,5,5,12,At Risk
C006779,19,5,29004.129999999997,4,3,2,9,Loyal
C006780,0,5,78192.77,5,3,4,12,Regular
C006781,15,10,116648.34,4,5,5,14,Champions
C006782,7,10,125782.93,5,5,5,15,Champions
C006783,5,10,81957.4,5,5,4,14,Champions
C006784,87,9,97270.05,1,5,5,11,At Risk
C006785,1,7,143502.42,5,4,5,14,Champions
C006786,62,9,213271.33,2,5,5,12,At Risk
C006787,113,3,32513.08,1,2,2,5,Churn Risk
C006788,19,14,205980.49,4,5,5,14,Champions
C006789,370,3,31239.46,1,2,2,5,Churn Risk
C006790,159,8,88805.1,1,5,5,11,At Risk
C006791,2,9,133488.49,5,5,5,15,Champions
C006792,778,1,5154.42,1,1,1,3,Churn Risk
C006793,2,8,215364.41999999998,5,5,5,15,Champions
C006794,19,9,78600.68000000001,4,5,4,13,Champions
C006795,27,10,142302.84,3,5,5,13,Regular
C006796,29,8,33842.0,3,5,3,11,Regular
C006797,12,6,88389.2,4,4,5,13,Champions
C006798,41,8,41396.15,2,5,3,10,Regular
C006799,50,8,88166.40000000001,2,5,5,12,At Risk
C006800,23,11,128175.31,3,5,5,13,Regular
C006801,696,1,20526.02,1,1,2,4,Churn Risk
C006802,11,9,58457.78,4,5,4,13,Champions
C006803,63,5,79156.5,2,3,4,9,Regular
C006804,157,1,3550.46,1,1,1,3,Churn Risk
C006806,0,10,119533.8,5,5,5,15,Champions
C006807,150,8,78439.97,1,5,4,10,At Risk
C006808,42,8,33533.24,2,5,3,10,Regular
C006809,31,5,48397.409999999996,3,3,3,9,Regular
C006810,30,7,98186.73,3,4,5,12,Regular
C006811,18,8,63075.490000000005,4,5,4,13,Champions
C006812,19,6,69555.45,4,4,4,12,Champions
C006813,57,10,128420.5,2,5,5,12,At Risk
C006814,19,9,66661.45,4,5,4,13,Champions
C006815,431,1,12682.939999999999,1,1,1,3,Churn Risk
C006816,9,5,80008.54,5,3,4,12,Regular
C006817,166,4,82825.39,1,3,4,8,Regular
C006818,32,6,39350.37,3,4,3,10,Regular
C006819,27,6,102428.12,3,4,5,12,Regular
C006820,28,6,98367.01000000001,3,4,5,12,Regular
C006821,14,7,71103.53,4,4,4,12,Champions
C006822,211,4,21254.08,1,3,2,6,Regular
C006823,27,8,87483.31999999999,3,5,4,12,Regular
C006824,0,10,97684.82,5,5,5,15,Champions
C006825,0,7,146565.82,5,4,5,14,Champions
C006826,46,7,78856.35,2,4,4,10,At Risk
C006827,7,6,155566.91,5,4,5,14,Champions
C006828,41,10,86556.74,2,5,4,11,At Risk
C006829,5,10,128637.07,5,5,5,15,Champions
C006830,17,10,113260.81999999999,4,5,5,14,Champions
C006831,21,11,88878.74,3,5,5,13,Regular
C006832,17,6,80639.45,4,4,4,12,Champions
C006833,106,9,82706.41,1,5,4,10,At Risk
C006834,41,8,89524.07,2,5,5,12,At Risk
C006835,12,6,96613.29,4,4,5,13,Champions
C006836,50,9,88646.20999999999,2,5,5,12,At Risk
C006837,146,6,84290.38,1,4,4,9,At Risk
C006838,191,3,73206.89,1,2,4,7,Regular
C006839,19,5,66152.19,4,3,4,11,Regular
C006840,16,8,56047.91,4,5,4,13,Champions
C006841,198,6,41770.16,1,4,3,8,Regular
C006842,10,13,87160.5,4,5,4,13,Champions
C006843,9,4,34928.92,5,3,3,11,Regular
C006844,155,3,16333.48,1,2,2,5,Churn Risk
C006845,91,9,69463.04000000001,1,5,4,10,At Risk
C006846,98,6,87454.56,1,4,4,9,At Risk
C006847,30,10,122373.16,3,5,5,13,Regular
C006848,325,4,109169.34999999999,1,3,5,9,Regular
C006849,87,7,67893.93999999999,1,4,4,9,At Risk
C006850,50,6,64676.32,2,4,4,10,At Risk
C006851,89,8,51894.24,1,5,3,9,Regular
C006852,5,9,132828.24,5,5,5,15,Champions
C006853,164,8,142414.71,1,5,5,11,At Risk
C006854,23,12,175549.32,3,5,5,13,Regular
C006855,37,11,203413.95,2,5,5,12,At Risk
C006856,19,6,96491.41,4,4,5,13,Champions
C006857,2,6,55233.32,5,4,3,12,Regular
C006858,10,9,111754.09,4,5,5,14,Champions
C006859,23,6,95265.85,3,4,5,12,Regular
C006860,15,8,89744.78,4,5,5,14,Champions
C006861,25,10,243863.04,3,5,5,13,Regular
C006862,41,11,68218.17,2,5,4,11,At Risk
C006863,3,4,29833.5,5,3,2,10,Loyal
C006864,16,9,92030.20999999999,4,5,5,14,Champions
C006865,74,8,34845.75,2,5,3,10,Regular
C006866,156,7,48043.45,1,4,3,8,Regular
C006867,99,6,71281.2,1,4,4,9,At Risk
C006868,9,5,46127.08,5,3,3,11,Regular
C006869,19,5,17465.93,4,3,2,9,Loyal
C006870,1,4,45532.19,5,3,3,11,Regular
C006871,48,7,114457.46,2,4,5,11,At Risk
C006872,362,5,29369.190000000002,1,3,2,6,Regular
C006873,19,9,167659.99,4,5,5,14,Champions
C006874,22,10,85581.59,3,5,4,12,Regular
C006875,10,7,56824.240000000005,4,4,4,12,Champions
C006876,18,7,74796.52,4,4,4,12,Champions
C006877,3,6,67283.91,5,4,4,13,Champions
